City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Kolkata,23-02-2023,106.79,193.57,38.4,96.13,116.67,60.9,1.1,16.1,31.98,4.21,10.16,,224,Poor
Kolkata,24-02-2023,114.95,221.88,33.15,81.62,107.33,64.72,0.86,13.3,41.71,5.11,9.27,,286,Poor
Kolkata,25-02-2023,81.45,131.38,7.75,78.12,85.86,46.3,0.79,8.47,27.38,3.33,6.57,,205,Poor
Kolkata,26-02-2023,49.4,75.42,6.05,53.47,59.51,38.37,0.73,3.7,21.92,3.4,7.49,,135,Moderate
Kolkata,27-02-2023,28.96,42.82,6.07,52.86,58.94,34.33,0.59,2.95,26.06,3.96,10.76,,76,Satisfactory
Kolkata,28-02-2023,36.08,52.25,15.77,56.9,72.67,32.36,0.73,5.14,23.41,5.46,12.17,,75,Satisfactory
Kolkata,01-03-2023,60.77,107.96,39.04,73.06,112.11,32.18,0.89,8.9,32.55,7.46,11.81,,141,Moderate
Kolkata,02-03-2023,85.85,146.83,69.36,86.08,145.9,41.52,1.09,8.6,35.5,11.4,15.99,,199,Moderate
Kolkata,03-03-2023,114.86,202.87,81.89,118.46,184.71,53.32,1.45,16.2,32.47,14.5,19.06,,256,Poor
Kolkata,04-03-2023,97.47,170.15,5.3,71.62,76.91,43.07,0.89,9.85,26.06,7.94,11.99,,242,Poor
Kolkata,05-03-2023,56.44,109.62,7.58,56.65,64.23,38.38,0.9,5.93,24.63,8.39,13.16,,129,Moderate
Kolkata,06-03-2023,73.88,124.15,8.96,54.43,63.38,37.14,0.97,7.96,31.1,7.75,12.07,,144,Moderate
Kolkata,07-03-2023,89.06,167.12,31.13,74.58,105.76,41.93,1,11.84,32.06,7.48,17.79,,212,Poor
Kolkata,08-03-2023,82.36,165.43,36.63,107.66,144.29,46.74,0.97,13.53,26.62,13.18,21.9,,184,Moderate
Kolkata,09-03-2023,85.52,175.94,14.25,100.33,114.58,43.19,0.82,16.01,30.96,10.72,16.23,,200,Moderate
Kolkata,10-03-2023,66.32,122.77,5.59,45.85,51.45,39.78,0.72,7.45,19.05,3.68,9.03,,162,Moderate
Kolkata,11-03-2023,64.17,127.44,8.48,54.17,62.74,35.33,0.8,5.58,22.84,5.34,10.97,,101,Moderate
Kolkata,12-03-2023,90,154.9,7.55,60.81,68.37,27.17,0.71,19.58,35.94,6.57,13.21,,189,Moderate
Kolkata,13-03-2023,68.87,119.24,5.98,53.15,59.13,25.73,0.77,12.43,30.06,3.84,10.04,,150,Moderate
Kolkata,14-03-2023,89.98,140.82,3.91,58.04,61.94,26.32,0.74,13.13,51.84,5.89,8.37,,178,Moderate
Kolkata,15-03-2023,88.46,155.33,9.15,85.21,94.18,29.01,0.83,13.91,37.35,7.65,10.35,,207,Poor
Kolkata,16-03-2023,52.9,100.16,10.84,80.34,91.18,29.14,0.65,13.23,35.03,5.09,13.04,,130,Moderate
Kolkata,17-03-2023,75.4,132.31,4.99,54.28,59.27,28.02,0.7,9.02,48.76,4.96,9.75,,131,Moderate
Kolkata,18-03-2023,48.07,108.15,14.27,91.18,105.42,26.32,0.65,10.32,34.25,8.21,14.72,,119,Moderate
Kolkata,19-03-2023,60.48,103.34,4.17,64.8,68.85,25.75,0.63,15.86,42.37,7.01,11.24,,122,Moderate
Kolkata,20-03-2023,67.03,118,8.28,67.43,75.71,25.01,0.64,12.53,31.66,8.26,10.58,,115,Moderate
Kolkata,21-03-2023,60.11,97.86,3.44,35.17,38.61,21.34,0.54,8.64,46.59,2.94,6.79,,144,Moderate
Kolkata,22-03-2023,50.03,83.88,4.16,39.61,43.6,21.23,0.57,9.5,35.42,2.91,6.16,,98,Satisfactory
Kolkata,23-03-2023,67.63,122.27,38.18,89.77,127.95,21.67,0.79,11.87,36.75,11.26,19.23,,114,Moderate
Kolkata,24-03-2023,81.82,152.03,46.02,93.58,139.59,25.66,0.88,12.09,42.97,8.64,14.88,,192,Moderate
Kolkata,25-03-2023,100.22,210.26,62.22,110.56,171.26,35.33,1.04,16.5,39.48,14.46,18.89,,226,Poor
Kolkata,26-03-2023,82.49,174.78,4.46,51.51,55.92,29.64,0.63,7.53,44.18,4.73,8.94,,214,Poor
Kolkata,27-03-2023,62.36,134.81,5.58,71.64,77.2,26.15,0.57,18.68,49.46,5.55,12.64,,141,Moderate
Kolkata,28-03-2023,61.16,119.54,5.12,48.98,54.09,26.26,0.61,7.42,36.53,5.27,10.62,,133,Moderate
Kolkata,29-03-2023,53.72,103.52,5.72,41.28,47,24.11,0.47,6.59,23.47,3.73,10.01,,116,Moderate
Kolkata,30-03-2023,54.17,105.96,4.24,36.1,40.34,22.53,0.56,5.71,28.42,4.76,8.34,,96,Satisfactory
Kolkata,31-03-2023,50.23,92.3,4.56,26.9,31.47,19.37,0.57,4.4,19.9,1.87,6.16,,106,Moderate
Kolkata,01-04-2023,27.98,57.67,3.71,25.23,28.93,21.12,0.5,2.04,30.51,2.05,6,,74,Satisfactory
Kolkata,02-04-2023,47.53,89.35,5.26,35.26,40.57,19.12,0.61,3.68,23.58,3.15,10.25,,69,Satisfactory
Kolkata,03-04-2023,43.55,90.75,4.31,24.63,28.83,18.48,0.47,2.55,25.05,3.31,9.79,,88,Satisfactory
Kolkata,04-04-2023,41.47,80.25,4.66,26.11,30.77,15.35,0.43,4.67,19.76,2.86,9.2,,83,Satisfactory
Kolkata,05-04-2023,43.05,81.36,4.61,27.52,32.13,16.33,0.44,3.5,22.93,3.42,8.39,,79,Satisfactory
Kolkata,06-04-2023,41.82,82.13,9.49,49.86,59.35,20.13,0.54,9.6,29.98,4.01,10.3,,86,Satisfactory
Kolkata,07-04-2023,33.47,58.14,3.97,38.47,42.44,20.1,0.55,7.76,49.77,3.3,7.29,,79,Satisfactory
Kolkata,08-04-2023,34.9,64.37,4.43,41.84,46.27,20.36,0.5,7.44,42.33,2.65,8.39,,77,Satisfactory
Kolkata,09-04-2023,36.38,65.76,5.1,38.87,43.97,19.69,0.5,6.02,28.62,3.86,9.68,,68,Satisfactory
Kolkata,10-04-2023,30.36,55.27,5.91,42.5,48.41,19.36,0.55,2.42,23.1,5.64,12.96,,66,Satisfactory
Kolkata,11-04-2023,36.29,63.16,5.04,26.02,31.06,16.09,0.52,2.6,19.43,4.63,9.4,,60,Satisfactory
Kolkata,12-04-2023,34.96,61.52,5.49,27.69,33.18,15.03,0.5,3.84,19.96,3.65,8.74,,63,Satisfactory
Kolkata,13-04-2023,38.4,74.74,4.38,28.18,32.54,15.32,0.52,5.79,33.37,3.81,9.24,,73,Satisfactory
Kolkata,14-04-2023,37.68,63.15,3.1,21.81,24.9,17.45,0.48,4.64,33.32,2.45,6.64,,67,Satisfactory
Kolkata,15-04-2023,37.91,67.16,3.62,22.37,25.66,14.29,0.45,5.11,24.06,2.93,7.17,,68,Satisfactory
Kolkata,16-04-2023,52.47,101.54,4.18,23.38,27.57,13.11,0.45,5.58,26.09,3.85,7.75,,79,Satisfactory
Kolkata,17-04-2023,64.22,123.58,2.77,30.87,33.68,20.08,0.46,8.33,35.68,4.75,7.64,,119,Moderate
Kolkata,18-04-2023,76.6,171.99,9.55,48.4,57.95,35.59,0.72,17.22,39.97,7.4,14.71,,169,Moderate
Kolkata,19-04-2023,77.82,151.69,4.91,49.19,54.13,34.68,0.6,14.5,35.89,9.76,15.98,,166,Moderate
Kolkata,20-04-2023,55.14,98.35,2.87,36.19,39.07,30.64,0.6,16.72,52.21,3.71,9.21,,135,Moderate
Kolkata,21-04-2023,41.44,75.8,2.73,21.25,23.98,27.13,0.52,4.77,38.43,1.75,4.84,,86,Satisfactory
Kolkata,22-04-2023,47.76,85.76,3.57,36.57,40.14,29.99,0.58,8.1,37.74,4.51,7.46,,87,Satisfactory
Kolkata,23-04-2023,38.95,72.86,4.25,38.57,42.83,28.6,0.54,7.66,41.3,5.1,11.16,,87,Satisfactory
Kolkata,24-04-2023,36.62,66.55,3.65,31.87,35.54,26.55,0.46,5.21,25.59,5.25,7.91,,80,Satisfactory
Kolkata,25-04-2023,32.45,59.51,5.19,28.57,33.76,21.53,0.45,4.26,18.84,3.6,7.78,,65,Satisfactory
Kolkata,26-04-2023,40.39,79.62,4.9,27.81,32.7,21.9,0.44,3.16,19.95,4.14,8.53,,66,Satisfactory
Kolkata,27-04-2023,46.78,89.61,4.49,26.3,30.78,20.64,0.48,4.1,17.74,3.69,9.73,,85,Satisfactory
Kolkata,28-04-2023,37.93,77.14,4.58,18.8,23.38,15.87,0.42,3.48,15.98,2.1,6.68,,82,Satisfactory
Kolkata,29-04-2023,27.48,102.42,5.58,19.63,25.17,14.68,0.37,3.31,13.32,2.36,8.02,,78,Satisfactory
Kolkata,30-04-2023,24.32,141.78,5.54,20.32,25.85,10.87,0.4,4.82,17.49,2.5,9.93,,120,Moderate
Kolkata,01-05-2023,19.24,94.91,5.14,20.4,25.54,13.34,0.36,2.76,20.71,1.94,6.77,,73,Satisfactory
Kolkata,02-05-2023,17.81,83.54,4.57,21.57,26.14,13.63,0.34,1.99,20.38,1.93,6.53,,36,Good
Kolkata,03-05-2023,16.59,56.12,3.37,15.73,19.09,13.3,0.41,1.73,26.59,3.16,5.81,,38,Good
Kolkata,04-05-2023,22.34,39.22,5.73,25.68,31.4,12.25,0.55,2.6,28.41,2.33,6.55,,49,Good
Kolkata,05-05-2023,55.45,108.43,18.33,34.48,52.48,6.14,0.72,3.14,26.49,7.15,12.15,,86,Satisfactory
Kolkata,06-05-2023,55.4,127.11,3.15,17.34,18.19,4.93,0.47,1.93,37.33,2.96,7.7,,108,Moderate
Kolkata,07-05-2023,61.78,126.2,3.01,20.39,23.38,5.49,0.53,1.52,37,4.36,10.42,,116,Moderate
Kolkata,08-05-2023,67.4,133,3.64,21.14,24.77,4.85,0.49,1.44,34.46,4.03,9.58,,122,Moderate
Kolkata,09-05-2023,66.57,132.1,2.95,17.89,20.84,4.74,0.46,1.67,37.19,1.78,5.48,,124,Moderate
Kolkata,10-05-2023,65.47,129.42,2.73,14.69,17.43,3.81,0.49,1.82,41.67,2.99,8.35,,126,Moderate
Kolkata,11-05-2023,55.4,121.13,3.03,13.92,16.95,9.62,0.47,1.57,37.14,3.52,9.18,,117,Moderate
Kolkata,12-05-2023,53.61,109.67,2.71,9.9,12.6,7.85,0.42,1.33,33.64,2.47,4.35,,107,Moderate
Kolkata,13-05-2023,47.28,97.99,2.79,10.62,13.4,6.27,0.42,1.62,33.51,2.28,5.16,,100,Satisfactory
Kolkata,14-05-2023,37.4,82.31,3.16,15.49,18.51,7.8,0.48,2.39,29.68,2.95,7.23,,84,Satisfactory
Kolkata,15-05-2023,42.19,88.6,3.26,18.89,22.07,6.9,0.5,1.78,27.24,5.89,11.91,,98,Satisfactory
Kolkata,16-05-2023,44.95,87.16,3.14,18.96,22.06,7.11,0.57,1.87,30.25,4.78,9.97,,90,Satisfactory
Kolkata,17-05-2023,52.68,96.98,3.25,16.16,19.35,6.73,0.52,1.64,27,5.33,11.85,,93,Satisfactory
Kolkata,18-05-2023,50.03,99.23,3.28,11.08,14.22,6.52,0.45,1.79,25.91,3.25,7.53,,96,Satisfactory
Kolkata,19-05-2023,51.42,96.62,3.45,10.61,13.94,7.14,0.47,2.71,28.2,0.8,5.28,,96,Satisfactory
Kolkata,20-05-2023,43.74,91.54,4.32,12.33,16.12,5.84,0.49,2.54,19.94,2.45,7.53,,92,Satisfactory
Kolkata,21-05-2023,38.55,88.64,3.42,12.6,15.96,5.18,0.5,1.78,17.88,3.45,10.64,,90,Satisfactory
Kolkata,22-05-2023,40.31,91.94,3.18,11.04,14.12,5.82,0.52,3,18.33,2.44,8.58,,86,Satisfactory
Kolkata,23-05-2023,32.48,72.04,2.98,8.92,11.85,6.08,0.47,2.35,22.57,2.59,8.51,,82,Satisfactory
Kolkata,24-05-2023,33.18,79.78,3.6,14.65,18.12,6.43,0.45,2.93,19.37,3.82,11.37,,74,Satisfactory
Kolkata,25-05-2023,30.37,66.61,3.69,16.78,20.42,7,0.49,2.61,21.3,4.27,12.23,,75,Satisfactory
Kolkata,26-05-2023,36.76,72.29,3.22,19.38,22.55,7.16,0.51,2.58,23.85,2.84,8.45,,66,Satisfactory
Kolkata,27-05-2023,47.25,92.1,3.36,13.59,16.86,6.88,0.47,2.36,22.65,2.82,11.37,,87,Satisfactory
Kolkata,28-05-2023,43.54,89.93,3.48,13.04,16.41,6.77,0.47,2.24,23.24,3.43,10.31,,89,Satisfactory
Kolkata,29-05-2023,44.23,87.26,2.7,11.82,14.49,5.26,0.5,2.25,28.21,3.63,11.96,,86,Satisfactory
Kolkata,30-05-2023,37.55,77.52,3.12,12.2,15.27,5.43,0.45,2.49,24.22,3.62,11.01,,83,Satisfactory
Kolkata,31-05-2023,31.79,71.66,4.08,10.25,13.98,5.67,0.4,2.38,19.31,7.51,27.05,3.14,76,Satisfactory
Kolkata,01-06-2023,36.25,69.53,3.74,17.79,20.47,4.15,0.4,2.88,26.32,23.57,76.04,6.68,76,Satisfactory
Kolkata,02-06-2023,28.84,57.42,10.7,14.42,23.31,5.08,0.36,2.42,24.97,20.8,7.24,,69,Satisfactory
Kolkata,03-06-2023,31.32,57.27,4.62,21.29,23.85,4.51,0.43,4.37,50.09,24.42,9.55,,71,Satisfactory
Kolkata,04-06-2023,31.93,60.06,7.66,15.65,23.2,4.6,0.37,3.28,31.57,26.78,23.91,4.44,72,Satisfactory
Kolkata,05-06-2023,27.66,47.01,4.04,18.32,19.24,5,0.39,1.7,24.38,21.83,64.98,10.19,61,Satisfactory
Kolkata,06-06-2023,20.3,34.49,5.7,17.88,21.88,4.83,0.42,1.82,27.06,20.4,47.17,13.54,48,Good
Kolkata,07-06-2023,19.04,33.84,5.92,17.24,21.69,4.5,0.43,1.89,32.87,24.01,10.48,10.75,49,Good
Kolkata,08-06-2023,15.87,29.35,7.36,14.2,20.32,4.49,0.41,1.87,29.98,10.55,6.31,4.34,47,Good
Kolkata,09-06-2023,31.08,48.86,28,17.2,38.47,11.48,0.42,2.49,34.29,2.56,7.77,,64,Satisfactory
Kolkata,10-06-2023,34.28,62.72,5.7,12.48,15.42,4.09,0.39,1.65,36.48,1.85,7.33,,80,Satisfactory
Kolkata,11-06-2023,31.04,58.4,17.04,14.17,31.43,5.64,0.36,1.6,37.01,3.39,7.21,3.39,70,Satisfactory
Kolkata,12-06-2023,32.61,64.75,4.36,11.68,13.89,3.7,0.36,2.74,34.14,8.02,5.21,3.59,67,Satisfactory
Kolkata,13-06-2023,43.52,75.56,6.69,24.24,26.81,4.38,0.54,3.09,51.71,9.79,8.75,3.76,94,Satisfactory
Kolkata,14-06-2023,52.05,89.17,6.14,22.9,25.68,4.35,0.54,1.73,48.36,7.5,6.96,2.87,101,Moderate
Kolkata,15-06-2023,37.14,65.3,9.93,20.89,28.59,4.88,0.35,1.96,32.21,8.33,5.66,3.72,88,Satisfactory
Kolkata,16-06-2023,31.52,60.8,5.08,14.72,17.01,3.76,0.38,3.11,43.72,5.93,5.2,3.24,79,Satisfactory
Kolkata,17-06-2023,50.58,107.48,3.53,23.6,20.77,4.15,0.55,3.31,39.69,7.87,7.57,3.5,82,Satisfactory
Kolkata,18-06-2023,48.86,86.87,6.12,26.06,29.01,4.27,0.53,2,32.25,22.29,6.12,3.63,105,Moderate
Kolkata,19-06-2023,50.99,92.07,3.23,24.86,27.94,4.01,0.52,2,42.01,20.92,7.71,3.58,95,Satisfactory
Kolkata,20-06-2023,41.77,77.35,4.83,28.04,32.58,5.14,0.54,1.86,21.76,21.69,8.35,3.97,92,Satisfactory
Kolkata,21-06-2023,19.24,38.81,3.69,20.06,23.52,7.04,0.43,1.5,19.79,39.76,6.44,3.49,54,Satisfactory
Kolkata,22-06-2023,19.23,36.22,11.63,16.82,28.31,8.33,0.39,1.72,23.86,45.57,7.45,3.23,46,Good
Kolkata,23-06-2023,17.54,35.32,18.47,13.16,28.63,8.49,0.34,1.73,19.44,36.69,5.05,3.02,57,Satisfactory
Kolkata,24-06-2023,26.09,53.43,5.97,15.61,21.56,6.98,0.34,2.1,27.77,22.53,6.23,2.88,56,Satisfactory
Kolkata,25-06-2023,21.93,52.12,9.22,13.39,18.13,9.67,0.33,2.72,24.77,21.68,5.28,2.64,61,Satisfactory
Kolkata,26-06-2023,19.68,44.36,11.01,11.86,19.87,9.77,0.3,2.67,23.9,19.35,7.64,2.74,54,Satisfactory
Kolkata,27-06-2023,22.86,49.27,18.44,15.6,35.56,13.5,0.33,3.46,24.76,13.01,7.53,3.06,62,Satisfactory
Kolkata,28-06-2023,31.59,58.52,5.62,20.55,25.12,10.93,0.47,4.35,41.54,17.96,8.26,3.13,73,Satisfactory
Kolkata,29-06-2023,44.03,76.1,6.27,21.47,27.27,9.08,0.64,3.01,37.1,22.66,10.7,4.13,78,Satisfactory
Kolkata,30-06-2023,47.54,82.48,12.15,25.12,36.89,8.65,0.74,3.3,18.37,16.23,11.82,4.32,98,Satisfactory
Kolkata,01-07-2023,23.16,48.3,8.37,16.39,24.62,10.15,0.57,2.59,21.87,12.81,7.76,3.08,71,Satisfactory
Kolkata,02-07-2023,17.6,30.71,4.85,13.65,18.18,11.31,0.51,3.24,31.38,16.35,10.59,3.07,45,Good
Kolkata,03-07-2023,20.48,39.15,3.98,17.47,21.37,11.78,0.52,3.08,39.28,17.08,16.03,3.64,58,Satisfactory
Kolkata,04-07-2023,32.09,63.73,3.71,18.55,22.15,15.54,0.55,5.49,41.44,15.47,8.77,3.88,68,Satisfactory
Kolkata,05-07-2023,27.6,54.31,4.63,17.39,21.98,20.3,0.53,4.27,26.66,15.64,8.28,4.19,67,Satisfactory
Kolkata,06-07-2023,28.76,52.07,5.7,22.06,27.72,19.7,0.56,6.02,24.02,16.35,10.22,3.37,58,Satisfactory
Kolkata,07-07-2023,19.65,40.85,4.91,14.68,19.28,15.27,0.45,5.95,24.19,16.01,5.87,3.12,52,Satisfactory
Kolkata,08-07-2023,27.94,60.83,3.9,16.38,20.08,12.06,0.41,6.28,31.58,12.24,8.12,2.95,56,Satisfactory
Kolkata,09-07-2023,26.94,60.03,6.57,17.39,23.29,19.4,0.45,7.35,29.94,11.82,8.67,2.92,64,Satisfactory
Kolkata,10-07-2023,26.2,52.69,6.54,19.62,25.18,18.51,0.5,5.65,28.51,12.57,10.03,3,60,Satisfactory
Kolkata,11-07-2023,28.7,56.45,26.66,21.13,40.14,28.25,0.46,5.54,26.62,12.5,10.17,3,64,Satisfactory
Kolkata,12-07-2023,29.63,57.5,6.38,20.11,23.87,21.76,0.44,8.5,29.95,11.8,10.67,2.97,66,Satisfactory
Kolkata,13-07-2023,35.3,69.72,4.92,17.32,20.46,30.05,0.46,7.89,38.28,13.11,9.87,3.08,69,Satisfactory
Kolkata,14-07-2023,41.91,75.46,3.17,17.21,20.05,55.39,0.48,12.4,48.42,11.14,6.75,2.85,83,Satisfactory
Kolkata,15-07-2023,45.48,92.7,6.2,25.17,29.17,73.45,0.49,11.54,47.41,10.04,8.76,2.53,97,Satisfactory
Kolkata,16-07-2023,43.74,82.52,17.84,28.64,42.47,65.71,0.63,8.71,32.89,11.76,12.41,3.63,97,Satisfactory
Kolkata,17-07-2023,57.6,104.21,39.95,27.41,60.92,23.78,0.79,4.6,27.24,18.23,12.03,5.34,106,Moderate
Kolkata,18-07-2023,44.18,81.77,7.49,20.98,28.47,11.54,0.48,4.01,19.82,10.48,13.75,3.58,91,Satisfactory
Kolkata,19-07-2023,15.02,30.29,5.11,14.16,19.27,13.53,0.37,2.56,19.86,11.55,7.93,2.78,53,Satisfactory
Kolkata,20-07-2023,22.92,44.3,5.29,14.3,19.42,11.54,0.39,2.49,24.96,12.41,7.78,2.56,44,Good
Kolkata,21-07-2023,25.98,47.27,3.74,13.27,17.02,8.99,0.4,5.23,28.79,11.38,6.29,2.54,54,Satisfactory
Kolkata,22-07-2023,19.9,43.33,7.72,14.33,19.9,11.88,0.37,3.5,19.35,9.5,9.06,2.33,50,Good
Kolkata,23-07-2023,16.06,34.69,6.65,14.13,20.78,8.85,0.37,4.71,15.84,11.51,10.45,2.49,47,Good
Kolkata,24-07-2023,14.63,33.81,6.44,18.29,24.72,8.27,0.38,6.15,20.87,12.91,10.46,2.52,44,Good
Kolkata,25-07-2023,36.9,63.34,4.5,31.77,35.93,8.03,0.54,9.84,32.75,16.49,14.12,3.53,60,Satisfactory
Kolkata,26-07-2023,32.16,50.27,5.97,27.46,33.43,10.25,0.52,4.1,22.94,14.99,9.99,2.93,66,Satisfactory
Kolkata,27-07-2023,25.09,40.45,11.42,26.5,37.9,9.98,0.54,3.04,19.16,16.68,11.03,3.55,56,Satisfactory
Kolkata,28-07-2023,12.07,23.33,5.36,13.68,18.79,9.13,0.41,2.55,17.95,14.66,8.57,2.7,43,Good
Kolkata,29-07-2023,10.12,20.56,7.37,17.97,25.32,8.11,0.44,2.34,21.18,14.58,8.44,2.43,33,Good
Kolkata,30-07-2023,21.44,43.61,8.17,23.09,31.25,7.88,0.5,2.65,17.36,15.78,12.55,4.64,44,Good
Kolkata,31-07-2023,23.4,48.28,7.12,25.37,32.49,8.49,0.52,3.43,21.95,15.76,11.99,2.71,54,Satisfactory
Kolkata,01-08-2023,23.61,44.79,12.28,25.41,36.5,9.46,0.5,5.62,23.09,15.5,10.93,2.84,59,Satisfactory
Kolkata,02-08-2023,17.93,34.63,13.68,19.92,33.58,11.22,0.51,4.42,17.22,16.44,12.62,10.3,46,Good
Kolkata,03-08-2023,25.22,40.82,21.74,21.29,38.44,18.44,0.62,4.23,13.88,16.62,13.59,8.27,64,Satisfactory
Kolkata,04-08-2023,39.37,62.25,12.69,24.23,34.72,13.94,0.78,2.99,17.31,15.88,10.45,4.74,64,Satisfactory
Kolkata,05-08-2023,33.97,57.32,8.16,22.84,29.84,10.98,0.7,2.75,18.39,15.09,9.27,3.31,73,Satisfactory
Kolkata,06-08-2023,25.88,45.47,15.26,24.85,40.29,12.46,0.6,3.4,13.95,14.78,12.3,3.16,65,Satisfactory
Kolkata,07-08-2023,9.07,16.56,6.29,11.38,17.38,12.7,0.35,2.12,24.01,12.29,9.39,2.92,38,Good
Kolkata,08-08-2023,11.36,22.78,7.95,16.73,24.05,9.84,0.4,2.49,14.48,12.36,8.82,2.28,34,Good
Kolkata,09-08-2023,21.7,45.74,7.96,20.52,26.26,9.3,0.48,8.29,17.08,13.57,7.97,2.71,43,Good
Kolkata,10-08-2023,32.78,58.33,15.57,30.56,46,9.02,0.71,5.93,19,15.26,12.28,3.87,61,Satisfactory
Kolkata,11-08-2023,45.57,75.21,30.54,34.18,64.04,10.32,0.79,5.42,17.37,17.23,18.64,4.85,105,Moderate
Kolkata,12-08-2023,29.86,51.62,11.43,25.7,36.39,11.79,0.65,5.07,11.21,12.66,8.35,3.1,68,Satisfactory
Kolkata,13-08-2023,13.17,22.97,7.54,18.01,23.81,11.33,0.49,3.5,16.11,10.6,7.9,2.66,48,Good
Kolkata,14-08-2023,29.6,54.22,6.88,21.27,27.35,10.46,0.44,3.99,18.14,20.03,7.76,2.25,45,Good
Kolkata,15-08-2023,25.81,40.62,4.66,17.72,22.47,8.42,0.47,4.27,17.42,26.05,6.78,2.23,56,Satisfactory
Kolkata,16-08-2023,27.99,47.39,6.3,19.07,25.53,11.58,0.55,2.63,17.18,28.03,7.25,2.42,51,Satisfactory
Kolkata,17-08-2023,20.92,26.95,7.49,19.29,27,14.84,0.57,2.14,15.6,38.98,9.96,3.1,48,Good
Kolkata,18-08-2023,18.3,24.3,4.8,13.58,18.57,11.63,0.46,2.49,23.59,29.97,7.07,2.49,46,Good
Kolkata,19-08-2023,13.95,30.32,6.97,15.32,22.21,11.51,0.44,2.37,20.74,24.65,7.78,2.1,39,Good
Kolkata,20-08-2023,27.41,46.94,4.87,24.09,27.65,11.93,0.49,4.33,22.33,28.68,8.44,2.37,50,Good
Kolkata,21-08-2023,30.31,52.58,6.57,19.12,24.58,10.14,0.43,3.01,18.13,19.61,8.45,2.28,58,Satisfactory
Kolkata,22-08-2023,31.91,55.66,12.33,22.73,29.36,10.05,0.44,3.74,17.54,19.99,11.98,1.66,64,Satisfactory
Kolkata,23-08-2023,18.15,30.42,17.68,21.49,35.75,10.61,0.5,2.54,16.79,20.93,14.42,2.18,62,Satisfactory
Kolkata,24-08-2023,18.41,32.41,14.48,36.97,36.9,15.53,0.52,2.6,13.15,25.91,12.7,1.99,55,Satisfactory
Kolkata,25-08-2023,13.74,24.22,7.22,17.02,24.21,10.58,0.4,2.63,24.58,21.92,10.79,1.46,50,Good
Kolkata,26-08-2023,12.82,22.87,12.89,18.34,26.58,11.7,0.41,3.91,25.8,20.27,11.23,1.42,49,Good
Kolkata,27-08-2023,16.68,28.91,7.61,17.33,24.22,11.55,0.42,3.03,21.5,18.32,11.32,2.16,43,Good
Kolkata,28-08-2023,24.71,40.02,15.78,21.28,35.58,11.55,0.5,3.24,16.55,22.24,11.61,1.63,51,Satisfactory
Kolkata,29-08-2023,14.31,29.09,15.18,19.6,33.02,9.74,0.44,2.95,14.89,24.05,12.51,2.18,54,Satisfactory
Kolkata,30-08-2023,18.83,36.56,11.96,16.93,24.06,10.58,0.4,2.92,14.54,18.99,15.68,2.32,47,Good
Kolkata,31-08-2023,16.54,35.74,10.89,14.93,24.46,12.45,0.38,3.43,15.37,18.69,14.33,1.66,40,Good
Kolkata,01-09-2023,26.16,50.5,8.48,20.14,26.02,12.37,0.48,3.54,18.66,18.81,15.13,1.55,50,Good
Kolkata,02-09-2023,15.99,32.01,26.78,19,42.46,15.43,0.5,2.98,12.49,26.67,13.6,2.73,53,Satisfactory
Kolkata,03-09-2023,10.64,19.67,22.93,14.85,25.61,31.02,0.46,3.06,13.67,23.38,9.25,2.14,48,Good
Kolkata,04-09-2023,10.37,21.58,8.33,10.63,16.45,8.86,0.39,3.71,15.78,7.91,11.04,1.5,39,Good
Kolkata,05-09-2023,10.02,21.17,6.8,12.4,18.86,11.23,0.38,3.44,18.85,18.69,15.34,2.84,34,Good
Kolkata,06-09-2023,8.77,20.17,6.43,13,19.24,13.53,0.36,3.66,20.62,19.85,15.78,1.62,34,Good
Kolkata,07-09-2023,11.06,21.3,5.86,13.9,19.42,13.16,0.42,3.3,17.55,21.63,17.62,2.54,34,Good
Kolkata,08-09-2023,12.63,23.51,6.03,15.62,21.28,9.32,0.42,3.04,16.11,18.39,14.45,1.39,36,Good
Kolkata,09-09-2023,18.89,33.89,4.99,15.5,20.16,14.19,0.4,4.14,25.56,16.69,12.56,1.02,49,Good
Kolkata,10-09-2023,20.96,43.09,3.85,12.27,15.97,16.92,0.39,3.36,27.4,12.24,12.76,1.34,49,Good
Kolkata,11-09-2023,15.06,34.89,5.15,17.5,22.48,13.58,0.46,3.91,18.56,15.68,12.95,1.09,50,Good
Kolkata,12-09-2023,18.3,34.87,7.84,19.49,27.28,15.07,0.45,3.62,11.89,22.17,14.37,1.41,43,Good
Kolkata,13-09-2023,13.73,39.58,5.36,17.01,22.35,13.49,0.38,4.15,20.21,13.76,15.95,1.14,44,Good
Kolkata,14-09-2023,18.34,50.45,4.77,18.52,23.26,10.47,0.39,4.57,33.92,4.74,14.66,1.08,59,Satisfactory
Kolkata,15-09-2023,22.12,54.31,4.55,15.75,20.26,8.36,0.34,7.32,41.67,3.65,12.61,0.87,74,Satisfactory
Kolkata,16-09-2023,20.66,46.43,5.18,15.05,20.24,10.92,0.37,5.23,26.68,4.07,11.02,0.92,53,Satisfactory
Kolkata,17-09-2023,19.19,38.64,6.37,12.62,18.91,12.69,0.35,4.23,15.73,8.18,11.97,1.07,45,Good
Kolkata,18-09-2023,12.38,26.69,5.85,12.2,18.06,9.94,0.37,3.59,17.47,18.99,17.01,1.75,37,Good
